id,Gene_name,gene_biotype,Chr,Start,End,Strand,TGFb_m_av,TGFb_12h_av,TBFb_48h_av,12h_fold_change,48h_fold_change,12h_padj,48h_padj,TGFb_m_1_TPM,TGFb_m_2_TPM,TGFb_12h_1_TPM,TGFb_12h_2_TPM,TGFb_48h_1_TPM,TGFb_48h_2_TPM
ENSG00000284906,,protein_coding,15,30624548,30773002,+,3.475,5.39,2.94,1.551079137,0.846043165,0.035546189,0.245267825,3.41,3.54,4.67,6.11,3.05,2.83
ENSG00000213300,HNRNPA3P6,processed_pseudogene,3,75214631,75215636,+,3.475,5.275,3.345,1.517985612,0.962589928,0.51609757,0.897342371,3.25,3.7,5.04,5.51,3.69,3
ENSG00000186395,KRT10,protein_coding,17,40818117,40822614,-,3.475,4.155,4.135,1.195683453,1.189928058,0.817592965,0.772975581,3.56,3.39,4.35,3.96,3.69,4.58
ENSG00000174799,CEP135,protein_coding,4,55948871,56033361,+,3.475,4.9,4.345,1.410071942,1.250359712,0.166381903,0.459955271,3.29,3.66,5.14,4.66,3.92,4.77
ENSG00000161914,ZNF653,protein_coding,19,11483427,11505839,-,3.475,5.24,6.405,1.507913669,1.843165468,0.393124336,0.074916626,3.06,3.89,5.65,4.83,5.14,7.67
ENSG00000241634,,processed_pseudogene,3,108543367,108543875,-,3.47,3.295,2.465,0.949567723,0.71037464,0.945140054,0.720989849,2.12,4.82,3.4,3.19,3.69,1.24
ENSG00000090020,SLC9A1,protein_coding,1,27098809,27166981,-,3.47,4.11,6.88,1.18443804,1.982708934,0.732644466,6.83E-05,3.43,3.51,4.22,4,5.92,7.84
ENSG00000259953,LINC02977,lncRNA,9,112028570,112039143,-,3.47,6.655,9.515,1.917867435,2.742074928,0.001256906,2.58E-10,3.1,3.84,6.84,6.47,9.4,9.63
ENSG00000171970,ZNF57,protein_coding,19,2900928,2918473,+,3.465,1.52,1.14,0.438672439,0.329004329,0.032822679,0.002353148,2.83,4.1,1.55,1.49,1.05,1.23
ENSG00000253642,,lncRNA,8,33604856,34039104,+,3.465,2.07,2.015,0.597402597,0.581529582,0.374088721,0.280567273,3.69,3.24,1.68,2.46,1.7,2.33
ENSG00000139344,AMDHD1,protein_coding,12,95943331,95968720,+,3.465,2.26,2.26,0.652236652,0.652236652,0.332514204,0.153091843,3.48,3.45,3.31,1.21,2.32,2.2
ENSG00000144935,TRPC1,protein_coding,3,142724034,142807888,+,3.465,2.585,4.315,0.746031746,1.245310245,0.256914508,0.561327976,3.15,3.78,2.59,2.58,4.13,4.5
ENSG00000163947,ARHGEF3,protein_coding,3,56727418,57079329,-,3.465,4.575,8.84,1.32034632,2.551226551,0.543292108,5.39E-07,3.75,3.18,4.01,5.14,9.26,8.42
ENSG00000274020,LINC01138,lncRNA,1,148290889,148519604,-,3.465,11.085,14.64,3.199134199,4.225108225,0.000110091,3.30E-08,3.3,3.63,10.59,11.58,14.76,14.52
ENSG00000168538,TRAPPC11,protein_coding,4,183659267,183713594,+,3.46,2.73,3.15,0.789017341,0.910404624,0.395040387,0.683237163,3.96,2.96,2.41,3.05,3.4,2.9
ENSG00000125657,TNFSF9,protein_coding,19,6531026,6535924,+,3.455,2.41,2.275,0.697539797,0.658465991,0.377238734,0.229045428,3.61,3.3,2.03,2.79,2.18,2.37
ENSG00000065357,DGKA,protein_coding,12,55927319,55954027,+,3.455,3.81,3.275,1.102749638,0.947901592,0.968991225,0.904426759,2.09,4.82,4.67,2.95,3.3,3.25
ENSG00000164684,ZNF704,protein_coding,8,80628451,80874781,-,3.455,3.325,4.07,0.962373372,1.178002894,0.640598173,0.649593832,3.74,3.17,3.71,2.94,5.04,3.1
ENSG00000267257,,lncRNA,18,58535415,58538552,+,3.455,7.415,13.375,2.146164978,3.871201158,0.000413821,1.63E-17,3.74,3.17,7.39,7.44,13.33,13.42
ENSG00000215146,,transcribed_unprocessed_pseudogene,10,42254072,42367993,-,3.45,3.105,1.63,0.9,0.472463768,0.617534722,0.001962539,3.53,3.37,3.38,2.83,2.07,1.19
ENSG00000143919,CAMKMT,protein_coding,2,44361947,44772592,+,3.45,3.26,2.305,0.944927536,0.668115942,0.885873161,0.369336938,3.4,3.5,4.31,2.21,2.39,2.22
ENSG00000289614,,lncRNA,1,149176141,149176931,-,3.45,5.53,6.16,1.602898551,1.785507246,0.549433771,0.271706146,3.25,3.65,7,4.06,6.86,5.46
ENSG00000172201,ID4,protein_coding,6,19837370,19842197,+,3.445,0.635,0.715,0.184325109,0.20754717,2.48E-12,9.24E-11,3.74,3.15,0.68,0.59,0.63,0.8
ENSG00000274944,,protein_coding,1,38864501,38881617,-,3.445,1.525,1.675,0.442670537,0.486211901,0.409366027,0.4327062,5.88,1.01,1.33,1.72,0.95,2.4
ENSG00000178623,GPR35,protein_coding,2,240605430,240633159,+,3.445,2.615,2.8,0.759071118,0.812772134,0.329933266,0.408311011,3.2,3.69,2.73,2.5,2.64,2.96
ENSG00000178096,BOLA1,protein_coding,1,149887890,149900798,+,3.445,3.1,3.895,0.899854862,1.130624093,0.861317907,0.932355356,3.77,3.12,2.69,3.51,2.9,4.89
ENSG00000001461,NIPAL3,protein_coding,1,24415802,24472976,+,3.445,3.865,5.005,1.12191582,1.452830189,0.898059933,0.06887727,3.39,3.5,3.46,4.27,4.91,5.1
ENSG00000248479,,lncRNA,4,65702202,65705553,+,3.44,1.57,1.375,0.456395349,0.399709302,0.550037505,0.404616465,4.5,2.38,1.29,1.85,1.34,1.41
ENSG00000173276,ZBTB21,protein_coding,21,41986831,42010387,-,3.44,4.11,3.335,1.194767442,0.969476744,0.686469837,0.75801073,3.29,3.59,3.83,4.39,3.82,2.85
ENSG00000119720,NRDE2,protein_coding,14,90267860,90331969,-,3.44,4.485,3.685,1.30377907,1.07122093,0.476101014,0.966425117,2.91,3.97,4.35,4.62,3.08,4.29
ENSG00000163281,GNPDA2,protein_coding,4,44682200,44726588,-,3.44,3.53,4.015,1.026162791,1.167151163,0.956399867,0.816698606,4.1,2.78,3.28,3.78,4.23,3.8
ENSG00000265491,RNF115,protein_coding,1,145738868,145824095,-,3.44,4.105,4.64,1.193313953,1.348837209,0.636245855,0.11233766,3.48,3.4,4.2,4.01,4.41,4.87
ENSG00000109762,SNX25,protein_coding,4,185204237,185370185,+,3.44,5.125,8.35,1.489825581,2.427325581,0.188661058,1.39E-06,2.79,4.09,5.21,5.04,8.51,8.19
ENSG00000176148,TCP11L1,protein_coding,11,33039417,33105943,+,3.44,3.855,8.645,1.120639535,2.513081395,0.935883379,4.16E-06,3.37,3.51,3.07,4.64,9.02,8.27
ENSG00000168517,HEXIM2,protein_coding,17,45160700,45170040,+,3.435,4.18,2.925,1.216885007,0.851528384,0.8444862,0.690777307,3.94,2.93,4.26,4.1,2.69,3.16
ENSG00000224660,SH3BP5-AS1,lncRNA,3,15254184,15264515,+,3.435,3.605,4.205,1.049490539,1.224163028,0.978142546,0.542657161,3.51,3.36,3.33,3.88,3.84,4.57
ENSG00000167632,TRAPPC9,protein_coding,8,139727725,140458579,-,3.435,4.125,4.235,1.200873362,1.232896652,0.69095152,0.525327981,3.2,3.67,4.19,4.06,3.86,4.61
ENSG00000131725,WDR44,protein_coding,X,118346073,118449961,+,3.435,4.05,5.405,1.179039301,1.573508006,0.786220416,0.039439385,3.51,3.36,4.3,3.8,4.92,5.89
ENSG00000217648,,processed_pseudogene,6,143342246,143343383,+,3.43,2.23,1.735,0.650145773,0.505830904,0.439881231,0.128576164,3.15,3.71,1.56,2.9,1.6,1.87
ENSG00000229043,ZFAND2A-DT,lncRNA,7,1160374,1165607,+,3.43,4.55,2.365,1.326530612,0.689504373,0.606783789,0.232952755,3.51,3.35,4.89,4.21,2.66,2.07
ENSG00000270022,,lncRNA,22,42615244,42615907,+,3.43,3.225,3.145,0.940233236,0.916909621,0.918093256,0.873467379,3.92,2.94,3.53,2.92,3.64,2.65
ENSG00000149054,ZNF215,protein_coding,11,6926404,7001004,+,3.43,3.66,3.335,1.067055394,0.972303207,0.997679896,0.848748314,3.59,3.27,3.46,3.86,4.53,2.14
ENSG00000285711,LINC02835,lncRNA,4,65225867,65241814,-,3.425,4.195,2.19,1.224817518,0.639416058,0.876257749,0.423345812,3.6,3.25,3.73,4.66,2.41,1.97
ENSG00000228782,MRPL45P2,transcribed_unprocessed_pseudogene,17,47450568,47492493,-,3.425,2.87,2.635,0.837956204,0.769343066,0.804737206,0.678298034,3.2,3.65,3.45,2.29,1.95,3.32
ENSG00000108352,RAPGEFL1,protein_coding,17,40177010,40195656,+,3.425,3.36,3.855,0.981021898,1.125547445,0.909350901,0.890929608,2.98,3.87,3.46,3.26,3.86,3.85
ENSG00000076321,KLHL20,protein_coding,1,173714941,173786692,+,3.425,4.415,4.705,1.289051095,1.373722628,0.590810365,0.336348869,3.16,3.69,4.46,4.37,4.77,4.64
ENSG00000258790,,protein_coding,14,35122549,35317474,+,3.42,4.6,3.29,1.34502924,0.961988304,0.443643098,0.802948592,2.63,4.21,4.27,4.93,3.91,2.67
ENSG00000186814,ZSCAN30,protein_coding,18,35251058,35290245,-,3.42,3.3,3.675,0.964912281,1.074561404,0.827184974,0.967895551,3.63,3.21,3.13,3.47,3.44,3.91
ENSG00000126217,MCF2L,protein_coding,13,112894378,113099742,+,3.42,2.84,4.165,0.830409357,1.217836257,0.528532962,0.654279821,3.12,3.72,2.48,3.2,4.42,3.91
ENSG00000111199,TRPV4,protein_coding,12,109783087,109833406,-,3.42,5.315,10.34,1.554093567,3.023391813,0.097961342,1.83E-12,3.49,3.35,5.32,5.31,10.41,10.27
ENSG00000164180,TMEM161B,protein_coding,5,88189633,88269476,-,3.415,4.48,3.525,1.311859444,1.032210835,0.582225419,0.954075211,3.64,3.19,4.17,4.79,3.83,3.22
ENSG00000159082,SYNJ1,protein_coding,21,32628759,32728040,-,3.415,3.735,3.755,1.093704246,1.099560761,0.958562344,0.894781629,3.14,3.69,4.35,3.12,4.04,3.47
ENSG00000205572,SERF1B,protein_coding,5,70025247,70043113,+,3.415,4.1,9.91,1.200585652,2.901903367,0.850633236,2.97E-05,3.07,3.76,5.59,2.61,10.88,8.94
ENSG00000180376,CCDC66,protein_coding,3,56557161,56621837,+,3.41,3.52,3.3,1.032258065,0.967741935,0.976999368,0.880316218,2.46,4.36,3.36,3.68,3.05,3.55
ENSG00000184378,ACTRT3,protein_coding,3,169766921,169769561,-,3.41,3.885,3.74,1.139296188,1.096774194,0.922470856,0.949945032,3.02,3.8,3.93,3.84,4.13,3.35
ENSG00000097096,SYDE2,protein_coding,1,85156889,85201724,-,3.41,3.67,4.945,1.076246334,1.450146628,0.981300302,0.065453669,3.38,3.44,3.86,3.48,5.13,4.76
ENSG00000159164,SV2A,protein_coding,1,149903318,149917844,-,3.41,2.625,5.78,0.769794721,1.695014663,0.190797628,0.003562504,3.35,3.47,2.83,2.42,5.55,6.01
ENSG00000107742,SPOCK2,protein_coding,10,72059034,72089032,-,3.405,0.71,0.68,0.208516887,0.199706314,1.23E-10,1.55E-08,3.17,3.64,0.67,0.75,0.69,0.67
ENSG00000147231,RADX,protein_coding,X,106611930,106679439,+,3.405,3.21,1.255,0.942731278,0.368575624,0.797648701,3.97E-05,3.51,3.3,2.84,3.58,1.32,1.19
ENSG00000163644,PPM1K,protein_coding,4,88257620,88284769,-,3.405,1.745,1.655,0.512481645,0.486049927,0.002136506,0.002192138,3.07,3.74,1.89,1.6,1.94,1.37
ENSG00000262879,,lncRNA,17,46983287,47100323,-,3.405,6.765,6.515,1.986784141,1.913362702,0.000486801,3.35E-05,3.14,3.67,8.02,5.51,6.37,6.66
ENSG00000125954,CHURC1-FNTB,protein_coding,14,64914485,65061803,+,3.4,3.655,2.3,1.075,0.676470588,0.990782335,0.605980463,4.6,2.2,2.36,4.95,1.23,3.37
ENSG00000282965,,lncRNA,18,49815,73545,-,3.4,3.395,7.785,0.998529412,2.289705882,0.968457559,0.26289061,2.47,4.33,3.31,3.48,5.76,9.81
ENSG00000008277,ADAM22,protein_coding,7,87934143,88202889,+,3.395,1.66,1.35,0.488954345,0.397643594,0.001903164,0.000397975,2.79,4,1.74,1.58,1.75,0.95
ENSG00000133678,TMEM254,protein_coding,10,80078646,80092557,+,3.395,5.15,3.955,1.516936672,1.164948454,0.423752334,0.854253301,3.27,3.52,6.32,3.98,3.54,4.37
ENSG00000163312,HELQ,protein_coding,4,83407343,83455855,-,3.395,4.565,4.265,1.344624448,1.256259205,0.647395419,0.701869222,3.9,2.89,3.94,5.19,4.03,4.5
ENSG00000178397,FAM220A,protein_coding,7,6329411,6348981,-,3.395,3.87,4.565,1.139911635,1.344624448,0.907839151,0.475635577,3.07,3.72,3.61,4.13,4.28,4.85
ENSG00000170919,TPT1-AS1,lncRNA,13,45341345,45417975,+,3.395,4.625,5.56,1.362297496,1.637702504,0.630763274,0.160625961,2.89,3.9,5.72,3.53,4.58,6.54
ENSG00000148702,HABP2,protein_coding,10,113550837,113589602,+,3.395,4.785,9.2,1.409425626,2.709867452,0.31110156,5.53E-09,3.5,3.29,4.7,4.87,8.72,9.68
ENSG00000143248,RGS5,protein_coding,1,163111121,163321791,-,3.395,4.315,82.27,1.270986745,24.23269514,0.782325751,3.37E-164,3.12,3.67,5.29,3.34,87.22,77.32
ENSG00000139915,MDGA2,protein_coding,14,46839629,47675605,-,3.39,1.555,0.55,0.458702065,0.162241888,0.003067392,7.72E-11,3.73,3.05,1.23,1.88,0.65,0.45
ENSG00000104213,PDGFRL,protein_coding,8,17576433,17644071,+,3.39,2.15,2.07,0.634218289,0.610619469,0.413127869,0.302989342,2.53,4.25,2.53,1.77,1.45,2.69
ENSG00000259856,RAB43P1,processed_pseudogene,16,46626404,46626992,-,3.39,4.62,2.815,1.362831858,0.830383481,0.826828094,0.802405282,4.43,2.35,4.94,4.3,2.03,3.6
ENSG00000168564,CDKN2AIP,protein_coding,4,183444635,183449064,+,3.39,3.81,3.21,1.123893805,0.946902655,0.91748786,0.775571826,3.42,3.36,3.93,3.69,3,3.42
ENSG00000262160,,lncRNA,16,68225969,68229145,-,3.39,3.97,3.875,1.171091445,1.143067847,0.814608077,0.820033186,3.33,3.45,3.89,4.05,3.61,4.14
ENSG00000101190,TCFL5,protein_coding,20,62841005,62861822,-,3.39,2.88,4.105,0.849557522,1.210914454,0.58129976,0.717912926,3.55,3.23,3.09,2.67,3.32,4.89
ENSG00000134202,GSTM3,protein_coding,1,109733932,109741038,-,3.39,3.73,5.98,1.100294985,1.764011799,0.970034318,0.148749776,3.47,3.31,3.94,3.52,5.49,6.47
ENSG00000080031,PTPRH,protein_coding,19,55181247,55209506,-,3.39,2.94,11.215,0.867256637,3.308259587,0.654165926,2.74E-10,3.64,3.14,2.76,3.12,11.82,10.61
ENSG00000258674,,protein_coding,19,19516227,19536076,+,3.385,2.85,3.225,0.841949778,0.952732644,0.774812878,0.890585337,2.67,4.1,2.25,3.45,3.87,2.58
ENSG00000213965,NUDT19,protein_coding,19,32691821,32713792,+,3.385,3.255,4.185,0.961595273,1.23633678,0.825703569,0.594466973,3.36,3.41,2.94,3.57,3.89,4.48
ENSG00000171714,ANO5,protein_coding,11,21782659,22283567,+,3.385,2.78,4.31,0.82127031,1.273264402,0.280004363,0.521893161,3.53,3.24,2.58,2.98,3.23,5.39
ENSG00000181751,MACIR,protein_coding,5,103258763,103278660,+,3.38,3.985,3.52,1.178994083,1.041420118,0.836535106,0.973517749,3.46,3.3,3.43,4.54,3.65,3.39
ENSG00000186812,ZNF397,protein_coding,18,35241030,35267133,+,3.38,3.23,4.12,0.955621302,1.218934911,0.795162006,0.657427753,3.52,3.24,3.43,3.03,3.52,4.72
ENSG00000174796,THAP6,protein_coding,4,75513946,75550473,+,3.38,3.665,4.915,1.084319527,1.454142012,0.974675436,0.253564974,3.18,3.58,3.02,4.31,5.04,4.79
ENSG00000100626,GALNT16,protein_coding,14,69259277,69357033,+,3.38,6.18,6.705,1.828402367,1.983727811,0.010427952,0.000769669,3.89,2.87,5.6,6.76,6.52,6.89
ENSG00000124787,RPP40,protein_coding,6,4994717,5004063,-,3.375,3.255,1.295,0.964444444,0.383703704,0.928532919,0.068568516,3.13,3.62,3.61,2.9,1.2,1.39
ENSG00000231312,MAP4K3-DT,lncRNA,2,39436530,39665343,+,3.375,1.905,1.335,0.564444444,0.395555556,0.180961666,0.02784962,3.81,2.94,2.11,1.7,1.38,1.29
ENSG00000198743,SLC5A3,protein_coding,21,34073578,34106260,+,3.375,3.33,3.44,0.986666667,1.019259259,0.759265088,0.870128451,3.08,3.67,3.08,3.58,3.46,3.42
ENSG00000229167,,lncRNA,1,31571585,31577898,-,3.375,8.535,5.34,2.528888889,1.582222222,0.134831802,0.599639028,3.41,3.34,7.41,9.66,5.59,5.09
ENSG00000141682,PMAIP1,protein_coding,18,59899996,59904305,+,3.37,2.09,1.815,0.620178042,0.538575668,0.204026862,0.066811717,3.6,3.14,2.22,1.96,1.91,1.72
ENSG00000204152,TIMM23B,protein_coding,10,49942049,49974850,+,3.37,2.915,2.605,0.864985163,0.772997033,0.681341606,0.391287322,3.49,3.25,2.64,3.19,2.31,2.9
ENSG00000163449,TMEM169,protein_coding,2,216081866,216102783,+,3.365,2.695,2.08,0.80089153,0.618127786,0.510672723,0.071790108,2.85,3.88,3.4,1.99,2.23,1.93
ENSG00000162542,TMCO4,protein_coding,1,19682240,19799945,-,3.365,3.665,2.45,1.089153046,0.72808321,0.972203435,0.393280715,4.2,2.53,3.95,3.38,3.05,1.85
ENSG00000253846,PCDHGA10,protein_coding,5,141412987,141512975,+,3.365,3.105,3.225,0.922734027,0.958395245,0.642204748,0.728012225,3.55,3.18,3.14,3.07,3.12,3.33
ENSG00000196757,ZNF700,protein_coding,19,11925068,11950773,+,3.365,4.015,3.235,1.193164933,0.961367013,0.787757644,0.80717684,3.04,3.69,3.71,4.32,3.57,2.9
ENSG00000164181,ELOVL7,protein_coding,5,60751791,60844274,-,3.365,4.405,4.76,1.309063893,1.414561664,0.502454044,0.219132383,3.29,3.44,4.11,4.7,4.59,4.93
ENSG00000006432,MAP3K9,protein_coding,14,70722526,70809534,-,3.365,3.85,6.275,1.144130758,1.864784547,0.76587098,3.68E-07,3.42,3.31,3.9,3.8,5.74,6.81
ENSG00000264575,LINC00526,lncRNA,18,5236724,5238598,-,3.36,3.63,2.885,1.080357143,0.858630952,0.98448094,0.651022526,2.96,3.76,3.5,3.76,3.42,2.35
ENSG00000186687,LYRM7,protein_coding,5,131170944,131205428,+,3.355,3.02,2.16,0.900149031,0.643815201,0.518177206,0.034682075,3.06,3.65,3.01,3.03,2.78,1.54
ENSG00000182362,YBEY,protein_coding,21,46286342,46297751,+,3.355,4.86,4.04,1.448584203,1.204172876,0.651206459,0.855916488,2.7,4.01,5,4.72,4.07,4.01
ENSG00000179163,FUCA1,protein_coding,1,23845077,23868290,-,3.355,3.915,8.98,1.166915052,2.676602086,0.881686028,2.37E-06,3.18,3.53,4.62,3.21,8.94,9.02
ENSG00000138821,SLC39A8,protein_coding,4,102251080,102431258,-,3.35,3.245,2.95,0.968656716,0.880597015,0.834851905,0.582234131,3.27,3.43,3.62,2.87,2.52,3.38
ENSG00000170264,FAM161A,protein_coding,2,61824848,61854143,-,3.35,3.6,3.125,1.074626866,0.932835821,0.986274049,0.7097376,3.16,3.54,3.81,3.39,3.28,2.97
ENSG00000168785,TSPAN5,protein_coding,4,98470367,98658611,-,3.35,2.51,3.315,0.749253731,0.989552239,0.261307962,0.869142522,3.19,3.51,2.6,2.42,3.54,3.09
ENSG00000008300,CELSR3,protein_coding,3,48636463,48662886,-,3.35,2.66,4.095,0.794029851,1.22238806,0.071606356,0.39585132,2.94,3.76,2.51,2.81,4.43,3.76
ENSG00000198642,KLHL9,protein_coding,9,21329665,21335404,-,3.35,4.425,6.035,1.320895522,1.801492537,0.289437467,7.48E-05,3.39,3.31,4.7,4.15,6.21,5.86
ENSG00000243620,,lncRNA,3,146909685,147370656,-,3.345,3.325,1.75,0.994020927,0.523168909,0.937065551,0.100812743,3.09,3.6,2.68,3.97,1.49,2.01
ENSG00000249471,ZNF324B,protein_coding,19,58451611,58457833,+,3.345,2.625,2.56,0.784753363,0.765321375,0.466152667,0.367055182,3.37,3.32,2.29,2.96,2.29,2.83
ENSG00000263528,IKBKE,protein_coding,1,206470476,206496889,+,3.345,4.335,2.825,1.295964126,0.844544096,0.631613591,0.560919661,3.19,3.5,3.77,4.9,3.03,2.62
ENSG00000198237,GUSBP13,unprocessed_pseudogene,5,69875271,69920867,+,3.345,4.89,5.42,1.461883408,1.620328849,0.724552031,0.50469783,3.71,2.98,5.96,3.82,5.52,5.32
ENSG00000214176,PLEKHM1P1,transcribed_unprocessed_pseudogene,17,64779259,64837207,-,3.345,5.19,7.18,1.551569507,2.146487294,0.102588386,1.30E-05,3.63,3.06,4.78,5.6,7,7.36
ENSG00000204334,ERICH2,protein_coding,2,170766878,170798977,+,3.34,3.305,2.865,0.989520958,0.857784431,0.940537044,0.75086374,3.93,2.75,3.34,3.27,2.05,3.68
ENSG00000103199,ZNF500,protein_coding,16,4748239,4767624,-,3.34,3.98,3.27,1.191616766,0.979041916,0.811772708,0.868622174,2.78,3.9,4.15,3.81,3.92,2.62
ENSG00000177096,PHETA2,protein_coding,22,42074248,42079438,+,3.34,3.805,4.465,1.139221557,1.336826347,0.903345838,0.452708239,2.95,3.73,3.64,3.97,4.7,4.23
ENSG00000112210,RAB23,protein_coding,6,57186992,57222307,-,3.335,3.015,3.275,0.904047976,0.982008996,0.65249081,0.832040807,3.33,3.34,3.42,2.61,3.21,3.34
ENSG00000251474,RPL32P3,transcribed_unprocessed_pseudogene,3,129382922,129399655,-,3.335,4.275,6.66,1.28185907,1.997001499,0.690478623,0.006459074,3.44,3.23,3.63,4.92,6.28,7.04
ENSG00000106089,STX1A,protein_coding,7,73699206,73719672,-,3.335,5.455,10.02,1.635682159,3.004497751,0.370912372,0.000159046,3.62,3.05,4.46,6.45,8.36,11.68
ENSG00000181722,ZBTB20,protein_coding,3,114314500,115147288,-,3.335,8.02,18.655,2.404797601,5.593703148,4.15E-17,1.35E-153,3.18,3.49,9.07,6.97,18.65,18.66
ENSG00000166813,KIF7,protein_coding,15,89608789,89663086,-,3.33,2.57,2,0.771771772,0.600600601,0.234510313,0.010024944,3.12,3.54,2.26,2.88,2.06,1.94
ENSG00000171467,ZNF318,protein_coding,6,43307134,43369647,-,3.33,3.63,2.84,1.09009009,0.852852853,0.94112797,0.186946421,3.31,3.35,3.58,3.68,2.77,2.91
ENSG00000224699,LAMTOR5-AS1,lncRNA,1,110347116,110443817,+,3.33,3.85,2.995,1.156156156,0.899399399,0.932968889,0.816698606,3.51,3.15,4.43,3.27,2.75,3.24
ENSG00000128513,POT1,protein_coding,7,124822386,124929983,-,3.33,3.495,3.69,1.04954955,1.108108108,0.980169817,0.92988371,4.02,2.64,4.33,2.66,4.21,3.17
ENSG00000184307,ZDHHC23,protein_coding,3,113947901,113965401,+,3.33,5.03,3.9,1.510510511,1.171171171,0.077080213,0.727742488,3.78,2.88,5.18,4.88,3.46,4.34
ENSG00000008256,CYTH3,protein_coding,7,6161776,6272644,-,3.33,3.645,6.27,1.094594595,1.882882883,0.949159222,0.003454942,2.63,4.03,3.47,3.82,5.86,6.68
ENSG00000160190,SLC37A1,protein_coding,21,42496008,42581440,+,3.33,6.125,6.485,1.839339339,1.947447447,0.014667718,0.002760406,3.08,3.58,5.9,6.35,6.4,6.57
ENSG00000099812,MISP,protein_coding,19,751112,764318,+,3.33,8.595,18.71,2.581081081,5.618618619,3.79E-07,2.19E-36,3.63,3.03,8.41,8.78,17.72,19.7
ENSG00000185666,SYN3,protein_coding,22,32507820,33058381,-,3.325,1.57,1.215,0.472180451,0.365413534,0.062170349,0.004809991,2.66,3.99,1.58,1.56,1.46,0.97
ENSG00000163132,MSX1,protein_coding,4,4859665,4863936,+,3.325,3.235,2.35,0.972932331,0.706766917,0.88948034,0.275287508,3.31,3.34,3.3,3.17,2.37,2.33
ENSG00000187535,IFT140,protein_coding,16,1510427,1612072,-,3.325,3.355,4.545,1.009022556,1.366917293,0.918264102,0.283084981,2.88,3.77,4.07,2.64,4.67,4.42
ENSG00000168913,ENHO,protein_coding,9,34521043,34522990,-,3.325,21.445,17.665,6.44962406,5.312781955,7.72E-18,1.01E-12,3.6,3.05,20.08,22.81,16.95,18.38
ENSG00000273587,SNORA78,snoRNA,16,1965184,1965310,+,3.325,7.755,20.64,2.332330827,6.207518797,NA,NA,6.65,0,15.51,0,25.9,15.38
ENSG00000102984,ZNF821,protein_coding,16,71859680,71895336,-,3.32,4.07,6.165,1.225903614,1.856927711,0.818609467,0.070238481,2.97,3.67,3.93,4.21,6.94,5.39
ENSG00000132639,SNAP25,protein_coding,20,10172395,10308258,+,3.32,6.895,11.05,2.076807229,3.328313253,0.00153801,2.71E-12,3.14,3.5,6.41,7.38,10.63,11.47
ENSG00000108515,ENO3,protein_coding,17,4948092,4957131,+,3.32,11.31,29.345,3.406626506,8.838855422,0.000245483,2.18E-29,2.77,3.87,8.14,14.48,30.03,28.66
ENSG00000184208,C22orf46,transcribed_unitary_pseudogene,22,41688877,41698136,+,3.315,3.935,4.53,1.187028658,1.366515837,0.724851351,0.172114527,3.41,3.22,4.01,3.86,4.36,4.7
ENSG00000183421,RIPK4,protein_coding,21,41739369,41767089,-,3.315,3.765,5.225,1.135746606,1.576168929,0.875331023,0.033508408,3.12,3.51,3.7,3.83,5.52,4.93
ENSG00000233270,SNRPEP4,processed_pseudogene,19,5576660,5576938,-,3.31,1.055,0.905,0.318731118,0.273413897,NA,0.4241699,2.69,3.93,0.46,1.65,0.97,0.84
ENSG00000226471,,lncRNA,22,28800683,28848559,+,3.31,1.865,1.93,0.563444109,0.583081571,0.598593898,0.572778961,2.35,4.27,1.85,1.88,1.04,2.82
ENSG00000182552,RWDD4,protein_coding,4,183639635,183659203,-,3.31,3.63,3.215,1.096676737,0.971299094,0.962757297,0.867409627,3.59,3.03,3.61,3.65,3.2,3.23
ENSG00000111727,HCFC2,protein_coding,12,104064531,104106524,+,3.305,3.725,4.065,1.127080182,1.229954614,0.903945874,0.595933786,3.43,3.18,3.42,4.03,4.33,3.8
ENSG00000096093,EFHC1,protein_coding,6,52362123,52529886,+,3.305,2.71,4.325,0.819969743,1.308623298,0.67782714,0.615090856,2.77,3.84,2.59,2.83,4.3,4.35
ENSG00000197375,SLC22A5,protein_coding,5,132369710,132395613,+,3.305,4.93,5.78,1.491679274,1.748865356,0.156164435,0.005025848,2.98,3.63,4.33,5.53,5.68,5.88
ENSG00000224531,SMIM13,protein_coding,6,11093834,11138733,+,3.305,4.115,5.905,1.245083207,1.786686838,0.691191308,0.00275806,3.12,3.49,5.02,3.21,5.34,6.47
ENSG00000127084,FGD3,protein_coding,9,92947523,93036236,+,3.305,14.955,7.79,4.524962179,2.357034796,7.26E-27,3.44E-06,2.8,3.81,15.22,14.69,7.37,8.21
ENSG00000133597,ADCK2,protein_coding,7,140672945,140696261,+,3.3,3.635,3.345,1.101515152,1.013636364,0.955970687,0.926627098,3.41,3.19,3.14,4.13,3.55,3.14
ENSG00000229809,ZNF688,protein_coding,16,30569672,30572734,-,3.295,3.45,2.28,1.047040971,0.691957511,0.987909267,0.464685497,2.98,3.61,3.92,2.98,2.81,1.75
ENSG00000163288,GABRB1,protein_coding,4,46993723,47426447,+,3.295,5.59,3.67,1.696509863,1.113808801,0.195651752,0.929936105,3.5,3.09,5.34,5.84,3.91,3.43
ENSG00000124208,PEDS1-UBE2V1,protein_coding,20,50081124,50153637,-,3.285,5.185,7.215,1.578386606,2.196347032,0.123668129,0.000316745,2.86,3.71,5.04,5.33,6.07,8.36
